uid,name,phone,region_name,area_name,distributor_name,territory_name,points,routes,notes
RET-000011495,Kabir Point,01842619945,Rajshahi,Shah Makhdum,Bangla Trade House,Shah Makhdum - Zone 3,219,Route-13,
RET-000011496,Sarkar Trading,01545756913,Barishal,Babuganj,Sunrise Wholesale,Babuganj - Zone 4,781,Route-25,"Bulk buyer, offer discounts"
RET-000011497,Siddique Retail Hub,01820525665,Mymensingh,Muktagachha,Crystal Distributors,Muktagachha - Zone 5,432,Route-47,Needs follow-up on pending order
RET-000011498,Sharif Mart,01569007429,Dhaka,Banani,Elite Commerce,Banani - Zone 5,115,Route-2,High volume retailer
RET-000011499,Kamal Mini Mart,01947813738,Chattogram,Chandgaon,Prime Wholesale,Chandgaon - Zone 2,323,Route-78,
RET-000011500,Begum Paiker,01613782518,Sylhet,Kumarpara,Rahman Enterprises,Kumarpara - Zone 5,766,Route-86,"Regular customer, prefers morning visits"
RET-000011501,Bhuiyan Varieties,01541412091,Rajshahi,Boalia,Nation Suppliers,Boalia - Zone 5,124,Route-68,Payment always on time
RET-000011502,Ali Point,01975797114,Sylhet,Kumarpara,Delta Suppliers,Kumarpara - Zone 2,165,Route-29,
RET-000011503,Noor Paiker,01898561646,Khulna,Daulatpur,Elite Commerce,Daulatpur - Zone 3,949,Route-12,Located near main market
RET-000011504,Khatun Mart,01647348866,Khulna,Boyra,Prime Wholesale,Boyra - Zone 5,463,Route-44,
RET-000011505,Ahmed Mart,01352501405,Chattogram,Halishahar,City Distributors,Halishahar - Zone 1,169,Route-53,Prefers WhatsApp communication
RET-000011506,Akter Mart,01953146190,Rajshahi,Rajpara,Elite Commerce,Rajpara - Zone 3,290,Route-35,Needs follow-up on pending order
RET-000011507,Iqbal Mart,01377123236,Chattogram,Pahartali,Diamond Wholesale,Pahartali - Zone 1,364,Route-32,Needs follow-up on pending order
RET-000011508,Reza Mini Mart,01730032815,Sylhet,Ambarkhana,Rahman Enterprises,Ambarkhana - Zone 1,206,Route-68,"Bulk buyer, offer discounts"
RET-000011509,Haque Mart,01563885032,Dhaka,Dhanmondi,United Distributors,Dhanmondi - Zone 1,712,Route-35,Located near main market
RET-000011510,Ali Wholesale,01540305676,Chattogram,Pahartali,Royal Traders,Pahartali - Zone 2,0,Route-37,"Regular customer, prefers morning visits"
RET-000011511,Reza Grocery,01984508500,Dhaka,Uttara,City Distributors,Uttara - Zone 5,698,Route-16,Needs follow-up on pending order
RET-000011512,Kamal Mini Mart,01512099386,Dhaka,Motijheel,Global Supply Chain,Motijheel - Zone 2,196,Route-27,"Regular customer, prefers morning visits"
RET-000011513,Malek Trading,01366995442,Rajshahi,Paba,Rahman Enterprises,Paba - Zone 5,193,Route-46,
RET-000011514,Bhuiyan Super Shop,01549760619,Khulna,Khalishpur,Pacific Distributors,Khalishpur - Zone 4,938,Route-77,
RET-000011515,Noor Point,01322098069,Chattogram,Kotwali,Mega Trade BD,Kotwali - Zone 3,439,Route-11,
RET-000011516,Jahan Bhandar,01730667647,Dhaka,Savar,Diamond Wholesale,Savar - Zone 4,151,Route-39,
RET-000011517,Alam Bhandar,01992481044,Chattogram,Panchlaish,Global Supply Chain,Panchlaish - Zone 2,361,Route-11,Prefers WhatsApp communication
RET-000011518,Alam Retail Hub,01388893944,Mymensingh,Mymensingh Sadar,Eastern Commerce,Mymensingh Sadar - Zone 2,932,Route-69,"New retailer, handle with care"
RET-000011519,Alam Trading,01923410890,Khulna,Sonadanga,AB Trading,Sonadanga - Zone 2,142,Route-88,Payment always on time
RET-000011520,Mondal Dokan,01583467955,Chattogram,Double Mooring,Rahman Enterprises,Double Mooring - Zone 4,99,Route-63,"New retailer, handle with care"
RET-000011521,Khatun Shop,01744932309,Rajshahi,Paba,Global Supply Chain,Paba - Zone 3,422,Route-45,High volume retailer
RET-000011522,Uddin Shop,01640469664,Barishal,Banaripara,Mega Trade BD,Banaripara - Zone 5,250,Route-32,"Regular customer, prefers morning visits"
RET-000011523,Haque General Store,01965116474,Chattogram,Kotwali,Eastern Commerce,Kotwali - Zone 2,510,Route-20,
RET-000011524,Reza Shop,01868195189,Sylhet,Zindabazar,Crystal Distributors,Zindabazar - Zone 2,164,Route-26,
RET-000011525,Mondal General Store,01649332133,Mymensingh,Muktagachha,Rahman Enterprises,Muktagachha - Zone 5,580,Route-31,
RET-000011526,Malek Mini Mart,01891700906,Khulna,Boyra,Evergreen Trading,Boyra - Zone 3,143,Route-68,Payment always on time
RET-000011527,Akter Wholesale,01832190576,Khulna,Sonadanga,Mega Trade BD,Sonadanga - Zone 4,540,Route-84,
RET-000011528,Kamal Mini Mart,01974291331,Rangpur,Badarganj,Crystal Distributors,Badarganj - Zone 5,319,Route-66,Prefers WhatsApp communication
RET-000011529,Noor Bhandar,01512929652,Sylhet,Kumarpara,Star Distribution Co.,Kumarpara - Zone 2,616,Route-79,Payment always on time
RET-000011530,Alam Store,01863714311,Rajshahi,Rajpara,Bangla Trade House,Rajpara - Zone 2,71,Route-46,Payment always on time
RET-000011531,Jahan Retail Hub,01572117512,Dhaka,Dhanmondi,Elite Commerce,Dhanmondi - Zone 1,664,Route-77,
RET-000011532,Ahmed Grocery,01586238047,Chattogram,Agrabad,Prime Wholesale,Agrabad - Zone 2,173,Route-6,"New retailer, handle with care"
RET-000011533,Kamal Enterprise,01816967048,Mymensingh,Fulbaria,Bangla Trade House,Fulbaria - Zone 5,295,Route-84,Prefers WhatsApp communication
RET-000011534,Hossain Grocery,01991273285,Barishal,Kotwali,Delta Suppliers,Kotwali - Zone 2,111,Route-63,"Bulk buyer, offer discounts"
RET-000011535,Sarkar Point,01610409757,Rangpur,Rangpur Sadar,Delta Suppliers,Rangpur Sadar - Zone 4,349,Route-72,
RET-000011536,Uddin Point,01340905536,Chattogram,Agrabad,Delta Suppliers,Agrabad - Zone 2,520,Route-7,Prefers WhatsApp communication
RET-000011537,Akter Point,01321966544,Mymensingh,Mymensingh Sadar,Star Distribution Co.,Mymensingh Sadar - Zone 3,526,Route-7,Located near main market
RET-000011538,Alam Point,01961708666,Dhaka,Mirpur,Nation Suppliers,Mirpur - Zone 1,948,Route-91,Prefers WhatsApp communication
RET-000011539,Uddin Dokan,01648107528,Khulna,Sonadanga,Prime Wholesale,Sonadanga - Zone 4,162,Route-94,Located near main market
RET-000011540,Siddique Varieties,01372638680,Chattogram,Double Mooring,Pacific Distributors,Double Mooring - Zone 5,4,Route-30,"Regular customer, prefers morning visits"
RET-000011541,Islam Wholesale,01699134051,Rangpur,Kaunia,City Distributors,Kaunia - Zone 1,411,Route-82,"Bulk buyer, offer discounts"
RET-000011542,Bhuiyan Paiker,01911920305,Sylhet,Subid Bazar,City Distributors,Subid Bazar - Zone 3,71,Route-5,Needs follow-up on pending order
RET-000011543,Kabir Varieties,01647689979,Rangpur,Pirganj,AB Trading,Pirganj - Zone 3,433,Route-36,Payment always on time
RET-000011544,Akter Retail Hub,01655212364,Chattogram,Halishahar,Evergreen Trading,Halishahar - Zone 3,398,Route-86,"Bulk buyer, offer discounts"
RET-000011545,Mondal General Store,01918545991,Barishal,Barishal Sadar,Evergreen Trading,Barishal Sadar - Zone 2,382,Route-34,Needs follow-up on pending order
RET-000011546,Siddique Point,01658818019,Rajshahi,Rajpara,Sunrise Wholesale,Rajpara - Zone 5,548,Route-16,"New retailer, handle with care"
RET-000011547,Sharif Paiker,01999441758,Rangpur,Pirganj,Khan Brothers,Pirganj - Zone 3,366,Route-53,Prefers WhatsApp communication
RET-000011548,Ahmed Store,01787089583,Rajshahi,Paba,Prime Wholesale,Paba - Zone 5,398,Route-14,Prefers WhatsApp communication
RET-000011549,Hossain Enterprise,01518938177,Khulna,Batiaghata,Delta Suppliers,Batiaghata - Zone 1,393,Route-36,Payment always on time
RET-000011550,Rahman Shop,01657209638,Rajshahi,Boalia,Elite Commerce,Boalia - Zone 1,706,Route-37,Located near main market
RET-000011551,Mia Dokan,01719201659,Barishal,Gournadi,Elite Commerce,Gournadi - Zone 4,806,Route-87,"New retailer, handle with care"
RET-000011552,Bhuiyan Store,01738312700,Khulna,Daulatpur,Royal Traders,Daulatpur - Zone 3,62,Route-65,Payment always on time
RET-000011553,Hossain Paiker,01850351988,Sylhet,Ambarkhana,City Distributors,Ambarkhana - Zone 5,998,Route-70,"New retailer, handle with care"
RET-000011554,Iqbal Mart,01622149433,Dhaka,Mirpur,AB Trading,Mirpur - Zone 3,492,Route-73,
RET-000011555,Noor Store,01643941272,Dhaka,Mohammadpur,Bangla Trade House,Mohammadpur - Zone 1,999,Route-4,
RET-000011556,Malek Point,01860073704,Mymensingh,Fulbaria,City Distributors,Fulbaria - Zone 2,175,Route-13,Payment always on time
RET-000011557,Islam Varieties,01389226527,Barishal,Airport,Rahman Enterprises,Airport - Zone 5,196,Route-64,
RET-000011558,Siddique Mart,01934809047,Dhaka,Bashundhara,Prime Wholesale,Bashundhara - Zone 1,514,Route-96,Needs follow-up on pending order
RET-000011559,Iqbal Enterprise,01377031828,Barishal,Barishal Sadar,Pacific Distributors,Barishal Sadar - Zone 1,810,Route-9,Payment always on time
RET-000011560,Siddique Corner,01349672724,Khulna,Khalishpur,Khan Brothers,Khalishpur - Zone 3,763,Route-26,
RET-000011561,Sultana Trading,01396583366,Rangpur,Gangachara,Sunrise Wholesale,Gangachara - Zone 3,116,Route-66,Payment always on time
RET-000011562,Taher Paiker,01776393906,Rajshahi,Rajpara,Prime Wholesale,Rajpara - Zone 3,419,Route-7,
RET-000011563,Das Wholesale,01775118262,Khulna,Khalishpur,Nation Suppliers,Khalishpur - Zone 5,798,Route-28,"Regular customer, prefers morning visits"
RET-000011564,Khatun Grocery,01377136564,Sylhet,Ambarkhana,Delta Suppliers,Ambarkhana - Zone 1,540,Route-21,
RET-000011565,Akter Dokan,01683488579,Dhaka,Uttara,Bangla Trade House,Uttara - Zone 2,470,Route-43,
RET-000011566,Malek Mart,01336213229,Khulna,Khalishpur,Mega Trade BD,Khalishpur - Zone 5,616,Route-68,Payment always on time
RET-000011567,Malek Paiker,01722617335,Barishal,Babuganj,Pacific Distributors,Babuganj - Zone 1,782,Route-84,"New retailer, handle with care"
RET-000011568,Das Super Shop,01925927256,Dhaka,Mohammadpur,Evergreen Trading,Mohammadpur - Zone 5,58,Route-61,Located near main market
RET-000011569,Akbar Mini Mart,01868140146,Sylhet,Zindabazar,City Distributors,Zindabazar - Zone 5,543,Route-88,
RET-000011570,Chowdhury Dokan,01625265706,Khulna,Batiaghata,Bangla Trade House,Batiaghata - Zone 2,529,Route-46,Located near main market
RET-000011571,Sultana Grocery,01976162673,Khulna,Daulatpur,Royal Traders,Daulatpur - Zone 4,225,Route-90,Prefers WhatsApp communication
RET-000011572,Das Wholesale,01795758367,Barishal,Babuganj,Nation Suppliers,Babuganj - Zone 5,866,Route-83,Payment always on time
RET-000011573,Rahman Varieties,01620709288,Rangpur,Pirganj,Bangla Trade House,Pirganj - Zone 2,478,Route-53,"Regular customer, prefers morning visits"
RET-000011574,Uddin Retail Hub,01748172666,Khulna,Daulatpur,Pacific Distributors,Daulatpur - Zone 3,235,Route-4,High volume retailer
RET-000011575,Akter Trading,01521003980,Chattogram,Nasirabad,Pacific Distributors,Nasirabad - Zone 5,164,Route-92,Located near main market
RET-000011576,Sultana Retail Hub,01318958156,Mymensingh,Bhaluka,Diamond Wholesale,Bhaluka - Zone 3,883,Route-34,High volume retailer
RET-000011577,Rahman Shop,01864633420,Chattogram,Halishahar,Khan Brothers,Halishahar - Zone 1,76,Route-22,
RET-000011578,Khatun Trading,01885431129,Mymensingh,Trishal,Mega Trade BD,Trishal - Zone 2,645,Route-28,Payment always on time
RET-000011579,Malek Store,01959608629,Rangpur,Pirganj,Pacific Distributors,Pirganj - Zone 3,136,Route-67,Needs follow-up on pending order
RET-000011580,Chowdhury Shop,01920231497,Rajshahi,Rajpara,Eastern Commerce,Rajpara - Zone 2,807,Route-88,Payment always on time
RET-000011581,Akbar Shop,01566929972,Barishal,Airport,Star Distribution Co.,Airport - Zone 4,15,Route-11,Payment always on time
RET-000011582,Begum Bhandar,01663419355,Rajshahi,Boalia,Bangla Trade House,Boalia - Zone 2,271,Route-90,
RET-000011583,Iqbal Point,01661306383,Khulna,Daulatpur,United Distributors,Daulatpur - Zone 5,851,Route-59,"New retailer, handle with care"
RET-000011584,Ali Trading,01741015723,Dhaka,Gulshan,United Distributors,Gulshan - Zone 5,755,Route-54,
RET-000011585,Islam General Store,01351034454,Sylhet,Ambarkhana,Star Distribution Co.,Ambarkhana - Zone 5,717,Route-95,Payment always on time
RET-000011586,Chowdhury Enterprise,01620290846,Barishal,Barishal Sadar,Crystal Distributors,Barishal Sadar - Zone 1,516,Route-78,"Bulk buyer, offer discounts"
RET-000011587,Jahan Store,01762174838,Khulna,Batiaghata,Sunrise Wholesale,Batiaghata - Zone 5,136,Route-93,Payment always on time
RET-000011588,Haque Shop,01512092828,Rajshahi,Paba,Crystal Distributors,Paba - Zone 5,384,Route-39,Payment always on time
RET-000011589,Islam Store,01352370642,Rangpur,Gangachara,Global Supply Chain,Gangachara - Zone 1,188,Route-60,
RET-000011590,Bhuiyan Point,01984653898,Rajshahi,Katakhali,Khan Brothers,Katakhali - Zone 5,13,Route-25,
RET-000011591,Kamal Mini Mart,01527877270,Sylhet,Zindabazar,Crystal Distributors,Zindabazar - Zone 5,811,Route-65,
RET-000011592,Ahmed General Store,01338664871,Chattogram,Pahartali,Eastern Commerce,Pahartali - Zone 4,926,Route-5,High volume retailer
RET-000011593,Khan Shop,01354113430,Mymensingh,Muktagachha,Global Supply Chain,Muktagachha - Zone 5,220,Route-61,High volume retailer
RET-000011594,Alam Store,01929199979,Rangpur,Mithapukur,City Distributors,Mithapukur - Zone 2,617,Route-57,High volume retailer
RET-000011595,Akter Super Shop,01332511167,Dhaka,Gulshan,Sunrise Wholesale,Gulshan - Zone 1,598,Route-49,"New retailer, handle with care"
RET-000011596,Khatun Super Shop,01397564298,Sylhet,South Surma,Elite Commerce,South Surma - Zone 1,858,Route-13,
RET-000011597,Ahmed Mini Mart,01618738739,Khulna,Daulatpur,Mega Trade BD,Daulatpur - Zone 4,125,Route-8,
RET-000011598,Bhuiyan Store,01690697167,Sylhet,Zindabazar,United Distributors,Zindabazar - Zone 3,838,Route-30,
RET-000011599,Begum Shop,01891433117,Rajshahi,Shah Makhdum,Khan Brothers,Shah Makhdum - Zone 4,881,Route-1,High volume retailer
RET-000011600,Begum Paiker,01599226694,Rajshahi,Motihar,Rahman Enterprises,Motihar - Zone 1,532,Route-52,High volume retailer
RET-000011601,Malek Point,01992217385,Khulna,Batiaghata,Mega Trade BD,Batiaghata - Zone 2,458,Route-50,Located near main market
RET-000011602,Hossain Mini Mart,01986968898,Mymensingh,Gafargaon,Bangla Trade House,Gafargaon - Zone 2,321,Route-97,
RET-000011603,Rahman Paiker,01886838033,Rangpur,Rangpur Sadar,Evergreen Trading,Rangpur Sadar - Zone 2,110,Route-26,Payment always on time
RET-000011604,Sultana Shop,01942178130,Rajshahi,Paba,Rahman Enterprises,Paba - Zone 1,201,Route-11,Payment always on time
RET-000011605,Taher Store,01842206860,Barishal,Airport,Eastern Commerce,Airport - Zone 4,199,Route-7,"Regular customer, prefers morning visits"
RET-000011606,Begum Bhandar,01674361613,Dhaka,Motijheel,Diamond Wholesale,Motijheel - Zone 1,522,Route-7,
RET-000011607,Sultana Store,01951973387,Sylhet,Subid Bazar,AB Trading,Subid Bazar - Zone 1,570,Route-16,
RET-000011608,Sarkar Mini Mart,01787882852,Rangpur,Gangachara,Khan Brothers,Gangachara - Zone 2,571,Route-23,Payment always on time
RET-000011609,Malek Retail Hub,01781110477,Barishal,Banaripara,AB Trading,Banaripara - Zone 3,132,Route-25,Needs follow-up on pending order
RET-000011610,Reza Mini Mart,01722639365,Chattogram,Nasirabad,Global Supply Chain,Nasirabad - Zone 1,39,Route-46,High volume retailer
RET-000011611,Kamal Enterprise,01862190019,Chattogram,Pahartali,Eastern Commerce,Pahartali - Zone 3,971,Route-70,Located near main market
RET-000011612,Rahman General Store,01677368734,Chattogram,Kotwali,Prime Wholesale,Kotwali - Zone 1,690,Route-4,"Regular customer, prefers morning visits"
RET-000011613,Kamal Store,01662840583,Mymensingh,Muktagachha,Elite Commerce,Muktagachha - Zone 5,992,Route-44,Prefers WhatsApp communication
RET-000011614,Taher General Store,01525099334,Dhaka,Gulshan,City Distributors,Gulshan - Zone 1,362,Route-5,Needs follow-up on pending order
RET-000011615,Kamal Grocery,01588707714,Dhaka,Bashundhara,Diamond Wholesale,Bashundhara - Zone 2,732,Route-74,"Regular customer, prefers morning visits"
RET-000011616,Khatun Mini Mart,01980722786,Khulna,Daulatpur,Prime Wholesale,Daulatpur - Zone 1,814,Route-80,Prefers WhatsApp communication
RET-000011617,Begum Super Shop,01684336175,Mymensingh,Bhaluka,AB Trading,Bhaluka - Zone 5,687,Route-98,High volume retailer
RET-000011618,Jahan Wholesale,01881540859,Rajshahi,Katakhali,United Distributors,Katakhali - Zone 2,856,Route-82,Payment always on time
RET-000011619,Akbar Mini Mart,01663574823,Khulna,Sonadanga,City Distributors,Sonadanga - Zone 1,282,Route-26,Prefers WhatsApp communication
RET-000011620,Noor Bhandar,01897969173,Khulna,Batiaghata,Khan Brothers,Batiaghata - Zone 4,881,Route-95,"Bulk buyer, offer discounts"
RET-000011621,Khan Mini Mart,01735086080,Dhaka,Gulshan,Rahman Enterprises,Gulshan - Zone 2,161,Route-43,High volume retailer
RET-000011622,Akbar Mini Mart,01956456076,Dhaka,Motijheel,Mega Trade BD,Motijheel - Zone 1,799,Route-92,Prefers WhatsApp communication
RET-000011623,Jahan Varieties,01523388338,Rangpur,Badarganj,Sunrise Wholesale,Badarganj - Zone 5,716,Route-44,"Bulk buyer, offer discounts"
RET-000011624,Khatun Bhandar,01550574392,Sylhet,Subid Bazar,City Distributors,Subid Bazar - Zone 2,943,Route-73,"Regular customer, prefers morning visits"
RET-000011625,Taher Enterprise,01581962668,Sylhet,Zindabazar,Sunrise Wholesale,Zindabazar - Zone 2,959,Route-69,
RET-000011626,Akter General Store,01586746186,Mymensingh,Gafargaon,City Distributors,Gafargaon - Zone 3,602,Route-47,
RET-000011627,Sharif Super Shop,01392319295,Dhaka,Bashundhara,United Distributors,Bashundhara - Zone 2,616,Route-41,
RET-000011628,Khatun Point,01646973940,Sylhet,Tilagarh,Global Supply Chain,Tilagarh - Zone 3,461,Route-97,Located near main market
RET-000011629,Khatun Shop,01755182262,Barishal,Kotwali,Evergreen Trading,Kotwali - Zone 4,833,Route-53,"New retailer, handle with care"
RET-000011630,Sharif Dokan,01748118974,Rangpur,Rangpur Sadar,United Distributors,Rangpur Sadar - Zone 4,438,Route-62,Prefers WhatsApp communication
RET-000011631,Chowdhury Trading,01679421593,Barishal,Babuganj,Sunrise Wholesale,Babuganj - Zone 5,14,Route-15,
RET-000011632,Chowdhury Dokan,01827076211,Sylhet,Tilagarh,AB Trading,Tilagarh - Zone 2,899,Route-26,Located near main market
RET-000011633,Sharif Mart,01897415571,Barishal,Gournadi,City Distributors,Gournadi - Zone 2,579,Route-39,Payment always on time
RET-000011634,Kabir Point,01353550685,Rajshahi,Boalia,Evergreen Trading,Boalia - Zone 2,485,Route-51,
RET-000011635,Das Trading,01795588554,Rangpur,Mithapukur,Global Supply Chain,Mithapukur - Zone 2,835,Route-52,Prefers WhatsApp communication
RET-000011636,Islam Dokan,01878022483,Chattogram,Panchlaish,Crystal Distributors,Panchlaish - Zone 1,443,Route-6,
RET-000011637,Bhuiyan Retail Hub,01628012644,Rajshahi,Motihar,Crystal Distributors,Motihar - Zone 5,574,Route-75,Payment always on time
RET-000011638,Alam Trading,01764754010,Dhaka,Savar,Khan Brothers,Savar - Zone 5,470,Route-19,Needs follow-up on pending order
RET-000011639,Sharif Enterprise,01546332431,Rajshahi,Katakhali,Crystal Distributors,Katakhali - Zone 5,706,Route-79,Needs follow-up on pending order
RET-000011640,Reza Mini Mart,01936583522,Rangpur,Rangpur Sadar,Diamond Wholesale,Rangpur Sadar - Zone 5,593,Route-95,"Regular customer, prefers morning visits"
RET-000011641,Hossain Trading,01588059282,Barishal,Banaripara,Delta Suppliers,Banaripara - Zone 5,331,Route-8,High volume retailer
RET-000011642,Khan Dokan,01561930092,Rangpur,Gangachara,Diamond Wholesale,Gangachara - Zone 1,809,Route-28,"Regular customer, prefers morning visits"
RET-000011643,Haque Point,01525184577,Rajshahi,Motihar,Bangla Trade House,Motihar - Zone 2,215,Route-71,
